date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
6/1/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,FL,33023,,Referral,6/28/2022,Closed with explanation,TRUE,5624907,Florida,73671,20598139,50406,53267
4/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Ocwen Financial Corporation,FL,34984,Older American,Web,4/4/2022,Closed with explanation,TRUE,5405980,Florida,15663,20598139,61667,53267
1/6/2022,Mortgage,Reverse mortgage,Trouble during payment process,,,Ocwen Financial Corporation,FL,33407,Older American,Web,1/6/2022,Closed with explanation,TRUE,5080939,Florida,30928,20598139,41085,53267
4/8/2022,Mortgage,FHA mortgage,Trouble during payment process,,,Ocwen Financial Corporation,FL,33319,,Phone,4/29/2022,Closed with explanation,TRUE,5423998,Florida,47021,20598139,45531,53267
4/15/2022,Mortgage,Reverse mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,FL,33326,,Web,4/15/2022,Closed with explanation,TRUE,5453109,Florida,32946,20598139,84910,53267
1/7/2022,Mortgage,VA mortgage,Trouble during payment process,,,"BSI Financial Holdings, Inc.",FL,32216,"Older American, Servicemember",Web,1/7/2022,Closed with explanation,TRUE,5079458,Florida,38073,20598139,52100,53267
5/9/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",FL,32822,,Phone,5/9/2022,Closed with explanation,TRUE,5551102,Florida,60781,20598139,37565,53267
5/4/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"PENNYMAC LOAN SERVICES, LLC.",FL,33471,,Phone,5/4/2022,Closed with explanation,TRUE,5539664,Florida,7155,20598139,38690,53267
2/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"PENNYMAC LOAN SERVICES, LLC.",FL,34698,"Older American, Servicemember",Phone,3/7/2022,Closed with explanation,TRUE,5185372,Florida,38909,20598139,48246,53267
5/27/2022,Mortgage,VA mortgage,Trouble during payment process,,,"PENNYMAC LOAN SERVICES, LLC.",FL,33859,Servicemember,Web,5/27/2022,Closed with non-monetary relief,TRUE,5609397,Florida,10364,20598139,39407,53267
2/23/2022,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,,,Renew Financial Holdings Inc,FL,33433,,Web,2/23/2022,Untimely response,FALSE,5251874,Florida,39954,20598139,62710,53267
3/19/2022,Mortgage,Home equity loan or line of credit (HELOC),Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,33511,,Web,3/19/2022,Closed with explanation,TRUE,5343345,Florida,57642,20598139,57868,53267
1/18/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,34608,,Web,1/18/2022,Closed with explanation,TRUE,5122834,Florida,34476,20598139,45573,53267
3/28/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32801,,Web,3/28/2022,Closed with explanation,TRUE,5372789,Florida,12174,20598139,53628,53267
3/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,33596,,Referral,3/10/2022,Closed with explanation,TRUE,5308184,Florida,30015,20598139,99210,53267
3/16/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32826,Servicemember,Web,3/16/2022,Closed with explanation,TRUE,5331821,Florida,36464,20598139,46240,53267
4/6/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,34688,,Web,4/6/2022,Closed with monetary relief,TRUE,5415430,Florida,6497,20598139,85766,53267
3/8/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32459,,Web,3/8/2022,Closed with explanation,TRUE,5295910,Florida,15400,20598139,80335,53267
5/3/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32080,,Web,5/3/2022,Closed with explanation,TRUE,5534789,Florida,21943,20598139,73350,53267
2/8/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,33314,,Web,2/11/2022,Closed with explanation,TRUE,5197370,Florida,26188,20598139,44785,53267
6/6/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,FL,32814,"Older American, Servicemember",Web,6/6/2022,Closed with explanation,TRUE,5635484,Florida,7155,20598139,93589,53267
1/4/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,FL,33578,,Referral,1/5/2022,Closed with explanation,TRUE,5074785,Florida,49634,20598139,61604,53267
2/9/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,FL,32444,,Phone,2/9/2022,Closed with non-monetary relief,TRUE,5204501,Florida,21730,20598139,66822,53267
5/12/2022,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,FL,34655,"Older American, Servicemember",Phone,6/8/2022,Closed with non-monetary relief,TRUE,5553398,Florida,39385,20598139,61845,53267
4/13/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company believes the complaint provided an opportunity to answer consumer's questions,AMERISAVE MORTGAGE CORPORATION,FL,33543,,Web,4/13/2022,Closed with explanation,TRUE,5443244,Florida,26172,20598139,80443,53267
4/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"CITIZENS FINANCIAL GROUP, INC.",FL,33548,,Referral,4/18/2022,Closed with explanation,TRUE,5459992,Florida,7063,20598139,106182,53267
4/6/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Finance of America Holdings LLC,FL,32940,,Web,4/6/2022,Closed with explanation,TRUE,5414895,Florida,39396,20598139,71198,53267
4/19/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Financial Freedom Mortgage, LLC",FL,33463,,Web,4/19/2022,Closed with explanation,TRUE,5467337,Florida,62043,20598139,52352,53267
4/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"SUN WEST MORTGAGE COMPANY, INC.",FL,34482,,Phone,4/20/2022,Closed with explanation,TRUE,5471959,Florida,25244,20598139,41820,53267
2/23/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Home Point Financial Corporation,FL,33157,,Web,2/23/2022,Closed with explanation,TRUE,5256170,Florida,68402,20598139,63943,53267
5/11/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,32703,Older American,Phone,5/14/2022,Closed with explanation,TRUE,5552973,Florida,50992,20598139,49742,53267
4/11/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33019,,Referral,4/27/2022,Closed with explanation,TRUE,5509082,Florida,14933,20598139,80727,53267
3/2/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,32789,Older American,Web,3/2/2022,Closed with explanation,TRUE,5281015,Florida,26568,20598139,73003,53267
3/21/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33813,,Web,3/21/2022,Closed with explanation,TRUE,5347884,Florida,37211,20598139,82354,53267
1/28/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33019,,Referral,2/2/2022,Closed with explanation,TRUE,5176017,Florida,14933,20598139,80727,53267
4/5/2022,Mortgage,Reverse mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33319,,Web,4/5/2022,Closed with explanation,TRUE,5411419,Florida,47021,20598139,45531,53267
2/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33179,,Web,2/25/2022,Closed with explanation,TRUE,5204543,Florida,45243,20598139,48456,53267
3/28/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,32219,Servicemember,Phone,3/28/2022,Closed with explanation,TRUE,5377445,Florida,11931,20598139,50865,53267
6/3/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,33428,Servicemember,Web,6/3/2022,Closed with explanation,TRUE,5629737,Florida,41189,20598139,67500,53267
3/15/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,"SELECT PORTFOLIO SERVICING, INC.",FL,33702,,Web,3/15/2022,Closed with explanation,TRUE,5322685,Florida,30562,20598139,50214,53267
3/1/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",FL,32446,Servicemember,Web,3/1/2022,Closed with explanation,TRUE,5272481,Florida,11303,20598139,45596,53267
1/5/2022,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",FL,34429,Servicemember,Phone,1/5/2022,Closed with explanation,TRUE,5071957,Florida,8272,20598139,42398,53267
5/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,FIFTH THIRD FINANCIAL CORPORATION,FL,34292,,Referral,5/16/2022,Closed with explanation,TRUE,5566381,Florida,16054,20598139,61759,53267
3/25/2022,Mortgage,FHA mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",FL,33971,,Web,3/25/2022,Closed with explanation,FALSE,5364020,Florida,27255,20598139,50212,53267
2/18/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"United Shore Financial Services, LLC",FL,32084,,Web,2/18/2022,Closed with explanation,TRUE,5237212,Florida,34892,20598139,48691,53267
2/17/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33433,,Phone,2/17/2022,Closed with explanation,TRUE,5232245,Florida,39954,20598139,62710,53267
5/12/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,32832,Servicemember,Phone,5/12/2022,Closed with explanation,TRUE,5555239,Florida,24325,20598139,87310,53267
2/2/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,33165,,Referral,2/2/2022,Closed with explanation,TRUE,5177331,Florida,56133,20598139,50758,53267
4/8/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,32256,,Web,4/8/2022,Closed with explanation,TRUE,5422597,Florida,45688,20598139,62235,53267
2/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,33328,,Web,2/7/2022,Closed with explanation,TRUE,5195277,Florida,28782,20598139,85858,53267
6/6/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,33141,,Web,6/6/2022,Closed with explanation,TRUE,5638899,Florida,40005,20598139,48096,53267
1/27/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Aspen Yo LLC,FL,32601,,Web,1/27/2022,Closed with explanation,TRUE,5158613,Florida,18579,20598139,25481,53267
3/17/2022,Mortgage,FHA mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,33578,,Web,3/17/2022,Closed with explanation,TRUE,5335491,Florida,49634,20598139,61604,53267
3/25/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,34219,,Web,3/25/2022,Closed with non-monetary relief,TRUE,5368722,Florida,23792,20598139,81918,53267
5/31/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,33021,,Web,5/31/2022,Closed with non-monetary relief,TRUE,5618339,Florida,49350,20598139,57926,53267
6/4/2022,Mortgage,FHA mortgage,Improper use of your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32244,,Web,6/4/2022,Closed with explanation,TRUE,5633319,Florida,60712,20598139,52928,53267
6/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32210,,Web,6/9/2022,Closed with non-monetary relief,TRUE,5651813,Florida,61496,20598139,45006,53267
3/24/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,34287,,Referral,3/28/2022,Closed with explanation,TRUE,5377774,Florida,27532,20598139,50627,53267
6/21/2022,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CORELOGIC INC,FL,33027,,Web,6/21/2022,Closed with explanation,TRUE,5694666,Florida,60191,20598139,63227,53267
